Internal ID,Name,Framed Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Album Image
2406,K.K. March,https://acnhcdn.com/latest/FtrIcon/mjk_March.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_March.png
2456,K.K. Mariachi,https://acnhcdn.com/latest/FtrIcon/mjk_Senor.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Senor.png
2474,K.K. Metal,https://acnhcdn.com/latest/FtrIcon/mjk_Metal.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Metal.png
2487,K.K. Milonga,https://acnhcdn.com/latest/FtrIcon/mjk_Milonga.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Milonga.png
2491,K.K. Moody,https://acnhcdn.com/latest/FtrIcon/mjk_Bolero.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Bolero.png
2485,K.K. Oasis,https://acnhcdn.com/latest/FtrIcon/mjk_Maharaja.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Maharaja.png
2455,K.K. Parade,https://acnhcdn.com/latest/FtrIcon/mjk_Parade.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Parade.png
2433,K.K. Ragtime,https://acnhcdn.com/latest/FtrIcon/mjk_RagTime.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_RagTime.png
2473,K.K. Rally,https://acnhcdn.com/latest/FtrIcon/mjk_Ondo.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Ondo.png
2419,K.K. Reggae,https://acnhcdn.com/latest/FtrIcon/mjk_Reggae.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Reggae.png
2431,K.K. Rock,https://acnhcdn.com/latest/FtrIcon/mjk_Rock.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Rock.png
2471,K.K. Rockabilly,https://acnhcdn.com/latest/FtrIcon/mjk_KekeBilly.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_KekeBilly.png
2429,K.K. Safari,https://acnhcdn.com/latest/FtrIcon/mjk_Afro.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Afro.png
2417,K.K. Salsa,https://acnhcdn.com/latest/FtrIcon/mjk_Salsa.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Salsa.png
2414,K.K. Samba,https://acnhcdn.com/latest/FtrIcon/mjk_Samba.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Samba.png
2420,K.K. Ska,https://acnhcdn.com/latest/FtrIcon/mjk_Ska.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Ska.png
2479,K.K. Sonata,https://acnhcdn.com/latest/FtrIcon/mjk_Sonata.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Sonata.png
2457,K.K. Song,https://acnhcdn.com/latest/FtrIcon/mjk_KekeSong.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_KekeSong.png
2438,K.K. Soul,https://acnhcdn.com/latest/FtrIcon/mjk_Soul.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Soul.png
2426,K.K. Steppe,https://acnhcdn.com/latest/FtrIcon/mjk_Cossack.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Cossack.png
2481,K.K. Stroll,https://acnhcdn.com/latest/FtrIcon/mjk_Osanpo.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Osanpo.png
2408,K.K. Swing,https://acnhcdn.com/latest/FtrIcon/mjk_Swing.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Swing.png
2493,K.K. Synth,https://acnhcdn.com/latest/FtrIcon/mjk_Electronica.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Electronica.png
2421,K.K. Tango,https://acnhcdn.com/latest/FtrIcon/mjk_Tango.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Tango.png
2442,K.K. Technopop,https://acnhcdn.com/latest/FtrIcon/mjk_TechnoBeat.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_TechnoBeat.png
2407,K.K. Waltz,https://acnhcdn.com/latest/FtrIcon/mjk_Waltz.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Waltz.png
2452,K.K. Western,https://acnhcdn.com/latest/FtrIcon/mjk_Western.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Western.png
2466,King K.K.,https://acnhcdn.com/latest/FtrIcon/mjk_Daimyo.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Daimyo.png
2424,Lucky K.K.,https://acnhcdn.com/latest/FtrIcon/mjk_Irish.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Irish.png
2468,Marine Song 2001,https://acnhcdn.com/latest/FtrIcon/mjk_HunaUta2001.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_HunaUta2001.png
2467,Mountain Song,https://acnhcdn.com/latest/FtrIcon/mjk_Alpine.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Alpine.png
2453,Mr. K.K.,https://acnhcdn.com/latest/FtrIcon/mjk_Sensei.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Sensei.png
2460,My Place,https://acnhcdn.com/latest/FtrIcon/mjk_BokuNoBasho.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_BokuNoBasho.png
2469,Neapolitan,https://acnhcdn.com/latest/FtrIcon/mjk_Napolitan.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Napolitan.png
2444,Only Me,https://acnhcdn.com/latest/FtrIcon/mjk_OnlyMe.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_OnlyMe.png
2463,Pondering,https://acnhcdn.com/latest/FtrIcon/mjk_KangaeChu.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_KangaeChu.png
2432,Rockin' K.K.,https://acnhcdn.com/latest/FtrIcon/mjk_RocknRoll.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_RocknRoll.png
2437,Soulful K.K.,https://acnhcdn.com/latest/FtrIcon/mjk_Gospel.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Gospel.png
2483,Space K.K.,https://acnhcdn.com/latest/FtrIcon/mjk_Minimal.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Minimal.png
2476,Spring Blossoms,https://acnhcdn.com/latest/FtrIcon/mjk_HaruNoKomorebi.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 좋아요' 선택 시 확률적으로 가능,갈색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_HaruNoKomorebi.png
2475,Stale Cupcakes,https://acnhcdn.com/latest/FtrIcon/mjk_BlueOnigiri.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_BlueOnigiri.png
2470,Steep Hill,https://acnhcdn.com/latest/FtrIcon/mjk_NiDanZaka.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_NiDanZaka.png
2446,Surfin' K.K.,https://acnhcdn.com/latest/FtrIcon/mjk_Eleki.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '기분 나빠요' 선택 시 확률적으로 가능,갈색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Eleki.png
2435,The K. Funk,https://acnhcdn.com/latest/FtrIcon/mjk_Funk.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Funk.png
2462,To the Edge,https://acnhcdn.com/latest/FtrIcon/mjk_NamiNami.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '잘 모르겠어요' 선택 시 확률적으로 가능,갈색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_NamiNami.png
2459,Two Days Ago,https://acnhcdn.com/latest/FtrIcon/mjk_Ototoi.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '우울해요' 선택 시 확률적으로 가능,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Ototoi.png
2477,Wandering,https://acnhcdn.com/latest/FtrIcon/mjk_Horo.png,3200,800,K.K.의 공연# 너굴 쇼핑 카탈로그,기분 '나른해요' 선택 시 확률적으로 가능,갈색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/Audio/mjk_Horo.png
4318,Welcome Horizons,https://acnhcdn.com/latest/FtrIcon/mjk_MainTheme.png,null,800,K.K.의 공연,K.K.의 첫 공연,갈색,없음,비매품,No,1x1,https://acnhcdn.com/latest/Audio/mjk_MainTheme.png
4315,Hazure01,,3200,800,K.K.의 공연,존재하지 않는 곡을 신청,None,없음,카탈로그 내 없음,No,1x1,
4316,Hazure02,,3200,800,K.K.의 공연,존재하지 않는 곡을 신청,None,없음,카탈로그 내 없음,No,1x1,
4317,Hazure03,,3200,800,K.K.의 공연,존재하지 않는 곡을 신청,None,없음,카탈로그 내 없음,No,1x2,
