카라멜,https://twitter.com/ACNH_collector/status/1250322360319655937
존,https://twitter.com/ACNH_collector/status/1250429125371691008
럭키,https://twitter.com/ACNH_collector/status/1250333745023868930
로빈,https://twitter.com/ACNH_collector/status/1251832165144223745
토미,https://twitter.com/ACNH_collector/status/1253225432855359489
블랜더,https://twitter.com/ACNH_collector/status/1251137317609197572
벤,https://twitter.com/ACNH_collector/status/1250607569787162627
바닐라,https://twitter.com/ACNH_collector/status/1251137708149227521
베리,https://twitter.com/ACNH_collector/status/1253511584552345603
마롱,https://twitter.com/ACNH_collector/status/1251861578653110272
베이글,https://twitter.com/ACNH_collector/status/1250602558302720000
챔프,https://twitter.com/ACNH_collector/status/1250331938260279298
에드워드,https://twitter.com/ACNH_collector/status/1252622222163763205
땡칠이,https://twitter.com/ACNH_collector/status/1251187860130037760
한나,https://twitter.com/ACNH_collector/status/1250429316531236864
밥,https://twitter.com/ACNH_collector/status/1250427178459648006
레이니,https://twitter.com/ACNH_collector/status/1253284658219008002
철컥,https://twitter.com/ACNH_collector/status/1251066280381046784
구리구리,
충성,https://twitter.com/ACNH_collector/status/1251868485157711872
덕,
샘,
가위,
드리미,https://twitter.com/ACNH_collector/status/1250925156404326401
텀보,https://twitter.com/ACNH_collector/status/1251381236930502656
왕서방,https://twitter.com/ACNH_collector/status/1251732553985187840
스트로,https://twitter.com/ACNH_collector/status/1254422066809298945
카일,https://twitter.com/ACNH_collector/status/1255848590561251328
에스메랄다,
개군,https://twitter.com/ACNH_collector/status/1250389271195910145
린다,https://twitter.com/ACNH_collector/status/1250924991937261568
투투,https://twitter.com/ACNH_collector/status/1250794367796707329
아이다,https://twitter.com/ACNH_collector/status/1250586057197752320
헨리,https://twitter.com/ACNH_collector/status/1250387292138528769
사지마,https://twitter.com/ACNH_collector/status/1256901081944055808
퍼머거,
패트라,https://twitter.com/ACNH_collector/status/1253776800578039808
아롱이,https://twitter.com/ACNH_collector/status/1254335708019318784
스누티,https://twitter.com/ACNH_collector/status/1253777096888836096
설백,https://twitter.com/ACNH_collector/status/1250321346258587648
안토니오,https://twitter.com/ACNH_collector/status/1250441902979084288
앨런,https://twitter.com/ACNH_collector/status/1252262285956923394
덤벨,
만복이,
머슬,
보이드,
줌마,https://twitter.com/ACNH_collector/status/1253225792009416709
우락,
4호,https://twitter.com/ACNH_collector/status/1250700391034941440
스나일,https://twitter.com/ACNH_collector/status/1250425577447673858
히죽,https://twitter.com/ACNH_collector/status/1250385624680431617
마르,https://twitter.com/ACNH_collector/status/1250394610221731840
부케,https://twitter.com/ACNH_collector/status/1251387965353283584
올리비아,https://twitter.com/ACNH_collector/status/1250349596930236416
캐비어,https://twitter.com/ACNH_collector/status/1250326356346277892
백프로,https://twitter.com/ACNH_collector/status/1250733369509294082
빙티,https://twitter.com/ACNH_collector/status/1250606227777712128
타마,https://twitter.com/ACNH_collector/status/1250441577626910720
진상,https://twitter.com/ACNH_collector/status/1250761215422328834
가북희,https://twitter.com/ACNH_collector/status/1250362595208343553
1호,https://twitter.com/ACNH_collector/status/1250391601907552256
제인,https://twitter.com/ACNH_collector/status/1251062114799644673
호냥이,https://twitter.com/ACNH_collector/status/1250587877378949123
땀띠,https://twitter.com/ACNH_collector/status/1257950431075958784
쇼콜라,https://twitter.com/ACNH_collector/status/1250756530162421760
밴덤,https://twitter.com/ACNH_collector/status/1250667319543529473
유네찌,https://twitter.com/ACNH_collector/status/1257666362261946368
예링,https://twitter.com/ACNH_collector/status/1250426077039583236
사이다,https://twitter.com/ACNH_collector/status/1250327302476410881
클레오,https://twitter.com/ACNH_collector/status/1250353661093412865
찰스,https://twitter.com/ACNH_collector/status/1250605412572774400
쵸이,https://twitter.com/ACNH_collector/status/1251080259811725313
잭슨,https://twitter.com/ACNH_collector/status/1250354076321112065
병태,https://twitter.com/ACNH_collector/status/1251732836333129728
링링,https://twitter.com/ACNH_collector/status/1252968939195215883
뚝심,https://twitter.com/ACNH_collector/status/1252502190930882560
츄양,
박하스,https://twitter.com/ACNH_collector/status/1254335807004917765
거무틱,https://twitter.com/ACNH_collector/status/1250356531947659265
연유,https://twitter.com/ACNH_collector/status/1251178157471748097
네이아,https://twitter.com/ACNH_collector/status/1250924794779824133
무뚝,https://twitter.com/ACNH_collector/status/1250386949128335361
레이첼,https://twitter.com/ACNH_collector/status/1251066491786543110
대공,https://twitter.com/ACNH_collector/status/1259178050505195521
챠미,https://twitter.com/ACNH_collector/status/1251179346754035717
베어드,https://twitter.com/ACNH_collector/status/1251381558511988736
곰도로스,https://twitter.com/ACNH_collector/status/1250428146848915457
캔디,https://twitter.com/ACNH_collector/status/1252117863990571008
글루민,https://twitter.com/ACNH_collector/status/1250355160687054849
메이첼,https://twitter.com/ACNH_collector/status/1250410710447710211
봉추,https://twitter.com/ACNH_collector/status/1250720395369410562
우띠,
아이다호,
패치,https://twitter.com/ACNH_collector/status/1250327497868054530
곰비,https://twitter.com/ACNH_collector/status/1252823450097340418
머피,https://twitter.com/ACNH_collector/status/1251381900955930625
올리브,https://twitter.com/ACNH_collector/status/1250670304524857344
아세로라,https://twitter.com/ACNH_collector/status/1250455384130646016
메이,https://twitter.com/ACNH_collector/status/1250330001099993088
재스민,https://twitter.com/ACNH_collector/status/1250348610970980353
팬타,https://twitter.com/ACNH_collector/status/1251732058210054146
곰시,https://twitter.com/ACNH_collector/status/1252823357780717569
아네사,https://twitter.com/ACNH_collector/status/1250455253134143488
미애,https://twitter.com/ACNH_collector/status/1250331758127529990
대장,https://twitter.com/ACNH_collector/status/1250323688727035913
늑태,https://twitter.com/ACNH_collector/status/1250594826099101697
로보,https://twitter.com/ACNH_collector/status/1250351126261542920
비앙카,https://twitter.com/ACNH_collector/status/1250353900965650433
켄,https://twitter.com/ACNH_collector/status/1250338178847756289
산드라,https://twitter.com/ACNH_collector/status/1250720188950970372
시베리아,https://twitter.com/ACNH_collector/status/1250394852962881537
바네사,https://twitter.com/ACNH_collector/status/1250337524632784897
릴리,https://twitter.com/ACNH_collector/status/1250428486293962754
리카르도,https://twitter.com/ACNH_collector/status/1251176671719256064
모니카,https://twitter.com/ACNH_collector/status/1250391457363419136
핑키,https://twitter.com/ACNH_collector/status/1251135848893964288
실루엣,https://twitter.com/ACNH_collector/status/1250757564431650817
리키,https://twitter.com/ACNH_collector/status/1250666943830298624
레베카,https://twitter.com/ACNH_collector/status/1250321901173403651
그리미,https://twitter.com/ACNH_collector/status/1252822827566116864
2호,https://twitter.com/ACNH_collector/status/1250400526186868736
캐롤라인,https://twitter.com/ACNH_collector/status/1250782353233866753
라라미,https://twitter.com/ACNH_collector/status/1250602471040278528
스파크,https://twitter.com/ACNH_collector/status/1250431049969983490
민트,https://twitter.com/ACNH_collector/status/1251503147207409669
갈가리,https://twitter.com/ACNH_collector/status/1259177999271751680
파슬리,https://twitter.com/ACNH_collector/status/1253684330959798274
나타샤,https://twitter.com/ACNH_collector/status/1250325379543257089
실바나,https://twitter.com/ACNH_collector/status/1250358549785403393
다람,https://twitter.com/ACNH_collector/status/1250415769726234627
크리스,https://twitter.com/ACNH_collector/status/1250698926111383552
쭈니,https://twitter.com/ACNH_collector/status/1251514022739931138
아이리스,https://twitter.com/ACNH_collector/status/1250700569544515585
건태,https://twitter.com/ACNH_collector/status/1251136483945136128
페니실린,https://twitter.com/ACNH_collector/status/1250440967699587079
김희,https://twitter.com/ACNH_collector/status/1250321412155293707
에바,
아리아,https://twitter.com/ACNH_collector/status/1251065887043358720
파타야,https://twitter.com/ACNH_collector/status/1251861343109447681
금끼오,https://twitter.com/ACNH_collector/status/1250387130217410562
히킨,https://twitter.com/ACNH_collector/status/1250756839584587776
오골,https://twitter.com/ACNH_collector/status/1251732214473097216
아폴로,https://twitter.com/ACNH_collector/status/1250378680502640640
안데스,https://twitter.com/ACNH_collector/status/1251904244279472128
세바스찬,
근엄,https://twitter.com/ACNH_collector/status/1250978988874272768
쿠스케처,https://twitter.com/ACNH_collector/status/1251799181036892161
헐크,https://twitter.com/ACNH_collector/status/1254787979161133057
은수리,https://twitter.com/ACNH_collector/status/1250388876809494529
프랭크,https://twitter.com/ACNH_collector/status/1251065674480283650
티파니,https://twitter.com/ACNH_collector/status/1251064075443789825
햄까스,https://twitter.com/ACNH_collector/status/1259504400529100801
탱고,
글레이,
먹고파,https://twitter.com/ACNH_collector/status/1250683807469989889
루시,https://twitter.com/ACNH_collector/status/1254024677749473280
포크,
박사,https://twitter.com/ACNH_collector/status/1251892158501543936
보리,https://twitter.com/ACNH_collector/status/1250388610936791040
마가렛,https://twitter.com/ACNH_collector/status/1255418559628480519
체리,https://twitter.com/ACNH_collector/status/1253286563598880769
꽃지,https://twitter.com/ACNH_collector/status/1251800112562495488
돈후앙,https://twitter.com/ACNH_collector/status/1252118150914560003
멧지,https://twitter.com/ACNH_collector/status/1251136776653041664
브리트니,https://twitter.com/ACNH_collector/status/1259377008569507840
아그네스,https://twitter.com/ACNH_collector/status/1250326538974687235
바야시코프,
센트엘로,https://twitter.com/ACNH_collector/status/1250412655438753794
사반나,https://twitter.com/ACNH_collector/status/1252451918795771904
샤브렌,https://twitter.com/ACNH_collector/status/1250429512338132997
슈베르트,https://twitter.com/ACNH_collector/status/1250389192099524610
카로틴,
꺼벙,https://twitter.com/ACNH_collector/status/1250420764538363904
아이소토프,https://twitter.com/ACNH_collector/status/1252246076356083713
말자,
실부플레,https://twitter.com/ACNH_collector/status/1250306451853041666
마철이,https://twitter.com/ACNH_collector/status/1251798902132535296
안소니,https://twitter.com/ACNH_collector/status/1250679111925694464
마사마,https://twitter.com/ACNH_collector/status/1250440477226106884
유니오,https://twitter.com/ACNH_collector/status/1250398419119529985
리아나,https://twitter.com/ACNH_collector/status/1250353444071723019
문복,https://twitter.com/ACNH_collector/status/1250723303968268288
문리나,https://twitter.com/ACNH_collector/status/1250596549807108102
탁호,https://twitter.com/ACNH_collector/status/1250757369555894273
솔미,https://twitter.com/ACNH_collector/status/1250699259734679552
록키,https://twitter.com/ACNH_collector/status/1250394429535301635
넬슨,https://twitter.com/ACNH_collector/status/1250612604117979142
브루스,https://twitter.com/ACNH_collector/status/1250596473097486342
나디아,https://twitter.com/ACNH_collector/status/1250612729309564928
톰슨,https://twitter.com/ACNH_collector/status/1250809350995603457
제시카,https://twitter.com/ACNH_collector/status/1250716422486908928
피터,https://twitter.com/ACNH_collector/status/1250415061585104896
나탈리,https://twitter.com/ACNH_collector/status/1250324230073282561
자끄,https://twitter.com/ACNH_collector/status/1250667805097119745
선글,https://twitter.com/ACNH_collector/status/1250965430648229889
킹,https://twitter.com/ACNH_collector/status/1250700801296621569
렉스,
티처,https://twitter.com/ACNH_collector/status/1250809685764009985
릭,
아더,
라이오넬,https://twitter.com/ACNH_collector/status/1252580214263037953
참돌이,https://twitter.com/ACNH_collector/status/1250441692643069952
파틱,https://twitter.com/ACNH_collector/status/1251382099916910592
안쵸비,
핀틱,https://twitter.com/ACNH_collector/status/1256500297582559232
딩요,
파이프,https://twitter.com/ACNH_collector/status/1250322951712301059
일섭,https://twitter.com/ACNH_collector/status/1251502121200922624
핑글이,https://twitter.com/ACNH_collector/status/1250679033790001153
야곱,https://twitter.com/ACNH_collector/status/1250936568799363072
마스카라스,https://twitter.com/ACNH_collector/status/1251062583068553216
쪼끼,https://twitter.com/ACNH_collector/status/1251732284304056322
문대,https://twitter.com/ACNH_collector/status/1250456097795633152
춘섭,
티미,https://twitter.com/ACNH_collector/status/1250925485153898496
단무지,https://twitter.com/ACNH_collector/status/1257380132257398787
이자벨,https://twitter.com/ACNH_collector/status/1250326698748334083
사라,https://twitter.com/ACNH_collector/status/1250354897175773187
피스,https://twitter.com/ACNH_collector/status/1255934463848022016
쟝,https://twitter.com/ACNH_collector/status/1250757244641107969
사탕,https://twitter.com/ACNH_collector/status/1255487910587097093
조르쥐,
라자냐,
브로콜리,https://twitter.com/ACNH_collector/status/1250316002807541773
핑,https://twitter.com/ACNH_collector/status/1253776731590152193
마르카,
복자,https://twitter.com/ACNH_collector/status/1255978669442428928
찍순이,
치즈,https://twitter.com/ACNH_collector/status/1250337897665855488
반데스,https://twitter.com/ACNH_collector/status/1250440212687159297
로데오,https://twitter.com/ACNH_collector/status/1251799115429638149
모리스,
티본,
철소,https://twitter.com/ACNH_collector/status/1258383672589185024
노르망,https://twitter.com/ACNH_collector/status/1256499165648924673
밀크,https://twitter.com/ACNH_collector/status/1251381991422885893
마틸다,https://twitter.com/ACNH_collector/status/1251904402236903424
미자,https://twitter.com/ACNH_collector/status/1251381719308988417
화자,
알베르트,https://twitter.com/ACNH_collector/status/1250385995540779012
크로크,https://twitter.com/ACNH_collector/status/1253909784291446784
풍작,https://twitter.com/ACNH_collector/status/1259793105236013058
파도맨,https://twitter.com/ACNH_collector/status/1250349083681640450
하이드,https://twitter.com/ACNH_collector/status/1255151679877509121
앨리,https://twitter.com/ACNH_collector/status/1250925756680568832
용남이,https://twitter.com/ACNH_collector/status/1251065586278297607
메리어스,https://twitter.com/ACNH_collector/status/1250455650854817793
트로와,https://twitter.com/ACNH_collector/status/1250687491759198209
곱슬이,https://twitter.com/ACNH_collector/status/1250809587545960448
아크릴,https://twitter.com/ACNH_collector/status/1250603199792246787
캐시미어,https://twitter.com/ACNH_collector/status/1253247976480235520
마리,https://twitter.com/ACNH_collector/status/1250773905175769090
카를로스,https://twitter.com/ACNH_collector/status/1251904486357909505
눈송이,https://twitter.com/ACNH_collector/status/1251137490259337216
잔디,https://twitter.com/ACNH_collector/status/1251731965314621440
웬디,https://twitter.com/ACNH_collector/status/1250757438686457858
프릴,https://twitter.com/ACNH_collector/status/1250424754231603201
피엘,https://twitter.com/ACNH_collector/status/1250388672018395136
차둘,https://twitter.com/ACNH_collector/status/1250316356458708993
윤이,https://twitter.com/ACNH_collector/status/1250732095300792323
순이,https://twitter.com/ACNH_collector/status/1253325046958788609
힘드러,https://twitter.com/ACNH_collector/status/1250676476023717888
빌리,https://twitter.com/ACNH_collector/status/1252502488713838593
벨마,https://twitter.com/ACNH_collector/status/1250387725938839553
염두리,https://twitter.com/ACNH_collector/status/1250413262702653441
바바라,https://twitter.com/ACNH_collector/status/1251174131418058754
래미,https://twitter.com/ACNH_collector/status/1250329656902832128
코코아,https://twitter.com/ACNH_collector/status/1250333405914361858
리처드,https://twitter.com/ACNH_collector/status/1251751107891613696
나키,https://twitter.com/ACNH_collector/status/1251533554732785666
앤,https://twitter.com/ACNH_collector/status/1252118032823889920
마리모,https://twitter.com/ACNH_collector/status/1254787838236749825
주디,https://twitter.com/ACNH_collector/status/1251063225510064128
스미모,https://twitter.com/ACNH_collector/status/1251136392589017089
다랑어,https://twitter.com/ACNH_collector/status/1250456016585502721
봉,
푸아그라,https://twitter.com/ACNH_collector/status/1254044324418818048
지키미,https://twitter.com/ACNH_collector/status/1251063003924926466
아잠만,https://twitter.com/ACNH_collector/status/1251063078512254976
미란다,https://twitter.com/ACNH_collector/status/1250385910316687360
케첩,https://twitter.com/ACNH_collector/status/1250757177452552195
마릴린,https://twitter.com/ACNH_collector/status/1252231176883802113
귀오미,https://twitter.com/ACNH_collector/status/1250667139968598018
덕근,https://twitter.com/ACNH_collector/status/1250679181681147904
키키,https://twitter.com/ACNH_collector/status/1259068524770684928
시몬,
에이프릴,https://twitter.com/ACNH_collector/status/1251136925563449344
몽티,https://twitter.com/ACNH_collector/status/1252580115881443329
몽자,https://twitter.com/ACNH_collector/status/1251734502981824512
원승,https://twitter.com/ACNH_collector/status/1251799277476569088
젤리,https://twitter.com/ACNH_collector/status/1251541727829082116
델리,https://twitter.com/ACNH_collector/status/1259504733112287234
애플리케,https://twitter.com/ACNH_collector/status/1250779718086823936
안젤라,https://twitter.com/ACNH_collector/status/1250326083636842496
마미,https://twitter.com/ACNH_collector/status/1250700499231232000
펑키맘,https://twitter.com/ACNH_collector/status/1250307448461594624
실비아,https://twitter.com/ACNH_collector/status/1251734452683694080
관록,https://twitter.com/ACNH_collector/status/1251732677192855552
마이크,https://twitter.com/ACNH_collector/status/1252531377741819911
마리아,https://twitter.com/ACNH_collector/status/1254567295373852672
오팔,https://twitter.com/ACNH_collector/status/1252502362133954560
휴지,https://twitter.com/ACNH_collector/status/1250586211447484416
3호,https://twitter.com/ACNH_collector/status/1250700340309024768
엘레핀,https://twitter.com/ACNH_collector/status/1250584599287091200
샐리,https://twitter.com/ACNH_collector/status/1253247920251342849
파올로,https://twitter.com/ACNH_collector/status/1251381478761480192
엑스엘리,https://twitter.com/ACNH_collector/status/1250925404468068352
에끌레르,https://twitter.com/ACNH_collector/status/1250596725368086529
맘모,https://twitter.com/ACNH_collector/status/1251502343301984256
티나,https://twitter.com/ACNH_collector/status/1250323139180953601
펑크스,https://twitter.com/ACNH_collector/status/1250393436303179776
탱크,
론다,
스쿼트,
뿌람,https://twitter.com/ACNH_collector/status/1250706570574352384
스트로베리,https://twitter.com/ACNH_collector/status/1250411047984361474
뿔님이,https://twitter.com/ACNH_collector/status/1252262477305229313
유카리,https://twitter.com/ACNH_collector/status/1250758063860019200
멜버른,https://twitter.com/ACNH_collector/status/1254071035785142274
아델레이드,https://twitter.com/ACNH_collector/status/1250327814890348544
시드니,https://twitter.com/ACNH_collector/status/1254566642660470784
근성,https://twitter.com/ACNH_collector/status/1256631458971521026
동동이,https://twitter.com/ACNH_collector/status/1250700443564400640
캔버라,https://twitter.com/ACNH_collector/status/1252574392896221184
오즈먼드,
코알,https://twitter.com/ACNH_collector/status/1250393857071525888
택주,https://twitter.com/ACNH_collector/status/1250772302494490625
빅토리아,https://twitter.com/ACNH_collector/status/1255478425072140289
샌디,
헤르츠,https://twitter.com/ACNH_collector/status/1251060592867028992
줄리아,https://twitter.com/ACNH_collector/status/1250758242638000128
타키,https://twitter.com/ACNH_collector/status/1250393659838590979
케인,https://twitter.com/ACNH_collector/status/1251501316343357440
신옥,https://twitter.com/ACNH_collector/status/1251222874121138177
플라라,https://twitter.com/ACNH_collector/status/1250325883216252928
휘니,https://twitter.com/ACNH_collector/status/1250667570010546176
릴리안,https://twitter.com/ACNH_collector/status/1250602406108250112
서머,https://twitter.com/ACNH_collector/status/1250782245779984385
이요,https://twitter.com/ACNH_collector/status/1250720459693281280
닌토,https://twitter.com/ACNH_collector/status/1251799034659868675
대길,https://twitter.com/ACNH_collector/status/1251188397080580097
패티카,
로타,https://twitter.com/ACNH_collector/status/1251461928452452353
바슬레,https://twitter.com/ACNH_collector/status/1251064836869337090
토시,https://twitter.com/ACNH_collector/status/1250935295412801536
루나,https://twitter.com/ACNH_collector/status/1250352270442516482
토니,https://twitter.com/ACNH_collector/status/1253297483016335362
비니거,
프랑소와,https://twitter.com/ACNH_collector/status/1250347867220262913
크리스틴,https://twitter.com/ACNH_collector/status/1250347816066543625
홉킨스,https://twitter.com/ACNH_collector/status/1250706389728559105
산토스,https://twitter.com/ACNH_collector/status/1250586156204298240
초코,https://twitter.com/ACNH_collector/status/1251065746081198081
미미,https://twitter.com/ACNH_collector/status/1252207702983368709
아마민,https://twitter.com/ACNH_collector/status/1250809531560419329
미랑,https://twitter.com/ACNH_collector/status/1250757735131430912
오로라,https://twitter.com/ACNH_collector/status/1250352096727035907
펭수,https://twitter.com/ACNH_collector/status/1251066118493495296
빙수,https://twitter.com/ACNH_collector/status/1250594887692500992
달만이,
사브리나,https://twitter.com/ACNH_collector/status/1250932509375819776
폴라,https://twitter.com/ACNH_collector/status/1250726470650982401
하키,
호떡,https://twitter.com/ACNH_collector/status/1250683934372794368
팽기,
김말이,https://twitter.com/ACNH_collector/status/1250925278034968576
볼트,https://twitter.com/ACNH_collector/status/1250323384023408640
레이라,https://twitter.com/ACNH_collector/status/1250726301423394816
크리미,https://twitter.com/ACNH_collector/status/1250684006208684033
곤잘레스,https://twitter.com/ACNH_collector/status/1250668014464204806
차코,https://twitter.com/ACNH_collector/status/1253360365099868161
베티,
가브리엘,https://twitter.com/ACNH_collector/status/1254024535386386434
비티,https://twitter.com/ACNH_collector/status/1250924926569078784
올리버,https://twitter.com/ACNH_collector/status/1258362482403377153
데이빗,https://twitter.com/ACNH_collector/status/1251062031148449794
햄스틴,https://twitter.com/ACNH_collector/status/1250411516030898176
애플,https://twitter.com/ACNH_collector/status/1250360852751892483
글라햄,https://twitter.com/ACNH_collector/status/1250431115573071872
지미,https://twitter.com/ACNH_collector/status/1251381808769335296
샨티,https://twitter.com/ACNH_collector/status/1250597129552228352
햄둥,https://twitter.com/ACNH_collector/status/1250331103207907329
뽀야미,https://twitter.com/ACNH_collector/status/1250333063118086151
햄쥐,https://twitter.com/ACNH_collector/status/1250389322957647872
호랭이,https://twitter.com/ACNH_collector/status/1251506739029008384
고메스,https://twitter.com/ACNH_collector/status/1256212776671776768
티볼트,https://twitter.com/ACNH_collector/status/1255478579607060480
루주,https://twitter.com/ACNH_collector/status/1259369483849756673
범호,https://twitter.com/ACNH_collector/status/1256631266532708352
신디,https://twitter.com/ACNH_collector/status/1259077864890089472
백희,https://twitter.com/ACNH_collector/status/1251503944846594049
