nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Miles Price
맹그로브 벽,5514,mangrove wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMangrove00.png,3000,750,사하라,,초록색,초록색,비매품,No,,NA
물고기 벽지,4879,marine pop wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFish00.png,NFS,805,낚시대회,,하늘색,파란색,비매품,No,,NA
초원 벽,5484,meadow vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallHighLands00.png,3000,750,사하라,,초록색,하늘색,비매품,No,,NA
가랑비가 내리는 벽,11915,misty-garden wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallRain00.png,3000,585,사하라,,회색,회색,비매품,No,,NA
장난기 넘치는 벽지,4908,mod wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMod00.png,1220,305,너굴 상점,,주황색,주황색,구매가능,No,,NA
모던 창호지 문 벽,4864,modern shoji-screen wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallShojiModem00.png,1150,287,너굴 상점,,갈색,하얀색,구매가능,No,,NA
모던 다도실 벽,11178,modern tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud02.png,1750,437,너굴 상점,,갈색,갈색,구매가능,No,,NA
믹스우드 벽,4904,modern wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMixwood00.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,,NA
흑백 도트 벽지,4892,monochromatic dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot00.png,1100,275,너굴 상점,,회색,하얀색,구매가능,No,,NA
흑백 타일 벽,4910,monochromatic-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTile00.png,1420,355,너굴 상점,,회색,하얀색,구매가능,No,,NA
기와 돌담 벽,5215,mortar wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPlaster00.png,3000,750,사하라,,회색,회색,비매품,No,,NA
아트 모자이크 타일 벽,4862,mosaic-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMosaicTile00.png,1450,362,너굴 상점,,검정색,하얀색,구매가능,No,,NA
이끼 낀 벽,5458,mossy-garden wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMoss00.png,3000,750,사하라,,초록색,초록색,비매품,No,,NA
버섯 벽지,5164,mush wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMush00.png,NFS,21400,제작,,주황색,갈색,비매품,Yes,,NA
Nook Inc. 벽지,6004,Nook Inc. wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFirst00.png,NFS,6000,너굴 마일 교환,,하얀색,하늘색,비매품,No,,1200
수평선 벽,5486,ocean-horizon wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallHorizon00.png,3000,750,사하라,,파란색,하늘색,비매품,No,,NA
오피스 벽,5218,office wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOffice00.png,3000,750,사하라,,하얀색,하늘색,비매품,No,,NA
낡은 벽지,4857,old wallpaper,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOld00.png,200,50,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
옐로그린 모로칸 타일 벽,6863,olive desert-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMorocco03.png,2440,610,너굴 상점,,노란색,노란색,구매가능,No,,NA
오렌지 밀리터리 벽지,6855,orange camo wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCamouflage03.png,1150,287,너굴 상점,,주황색,주황색,구매가능,No,,NA
오렌지 패널 몰드 벽,4870,orange molded-panel wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPanelMold00.png,1980,495,너굴 상점,,주황색,베이지색,구매가능,No,,NA
오렌지 벽지,4915,orange wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOrange00.png,NFS,4000,제작,,주황색,주황색,비매품,Yes,,NA
오렌지색 페인트 벽,4809,orange-paint wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStucco01.png,1600,400,너굴 상점,,주황색,주황색,구매가능,No,,NA
아틀리에 벽,4854,paintball wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallAtelier00.png,3000,750,사하라,,하얀색,컬러풀,비매품,No,,NA
궁전 벽,5502,palace wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallPalace00.png,3000,750,사하라,,베이지색,하얀색,비매품,No,,NA
파티 벽지,5226,party wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallParty00.png,NFS,370,생일,,컬러풀,하얀색,비매품,No,,NA
파스텔 도트 벽지,4899,pastel dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot01.png,1100,275,너굴 상점,,하얀색,컬러풀,구매가능,No,,NA
파스텔 퍼즐 벽지,4886,pastel puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle00.png,1540,385,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
분홍 투톤 타일 벽,6857,peach two-toned tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTwoToneTile04.png,1850,462,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
복숭아 벽지,4918,peach wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPeach00.png,NFS,4000,제작,,분홍색,분홍색,비매품,Yes,,NA
배 벽지,4917,pear wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPear00.png,NFS,4000,제작,,초록색,초록색,비매품,Yes,,NA
펀칭 보드 벽,4921,perforated-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPegboard01.png,1180,295,너굴 상점,,갈색,갈색,구매가능,No,,NA
핑크 풀꽃 벽,4895,pink blossoming wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCountry01.png,1760,440,너굴 상점,,분홍색,갈색,구매가능,No,,NA
분홍 다이너 벽,7242,pink diner wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDiner01.png,2420,605,너굴 상점,,분홍색,컬러풀,구매가능,No,,NA
핑크 꽃무늬 벽지,4893,pink flower-print wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlower00.png,1780,445,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
핑크 하트 벽지,4875,pink heart-pattern wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHeart01.png,1280,320,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
핑크 페인트 우드 벽,4802,pink painted-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPaintWood02.png,1650,412,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
핑크 놀이방 벽지,4889,pink playroom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallToy01.png,2540,635,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
핑크 퀼트 벽,7274,pink quilt wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDollhouse00.png,2150,537,너굴 상점,,분홍색,하얀색,구매가능,No,,NA
핑크 강판 벽,4924,pink shanty wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTin01.png,620,155,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
핑크 심플 벽지,4868,pink simple-cloth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSimple02.png,750,187,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
핑크 왕관 벽지,4816,pink-crown wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCrown02.png,2350,587,너굴 상점,,분홍색,하얀색,구매가능,No,,NA
핑크 줄무늬 벽지,4943,pink-striped wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStripe01.png,1520,380,너굴 상점,,분홍색,하얀색,구매가능,No,,NA
퍼플 밀리터리 벽지,4885,purple camo wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCamouflage02.png,1150,287,너굴 상점,,보라색,보라색,구매가능,No,,NA
퍼플 모로칸 타일 벽,6864,purple desert-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMorocco02.png,2440,610,너굴 상점,,보라색,보라색,구매가능,No,,NA
퍼플 도트 벽지,4902,purple dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot04.png,1100,275,너굴 상점,,보라색,하얀색,구매가능,No,,NA
퍼플 퍼즐 벽지,6875,purple puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle03.png,1540,385,너굴 상점,,보라색,컬러풀,구매가능,No,,NA
퍼플 퀼트 벽,7275,purple quilt wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDollhouse03.png,2150,537,너굴 상점,,보라색,하얀색,구매가능,No,,NA
보라 장미 벽지,4907,purple-rose wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRose01.png,1720,430,너굴 상점,,보라색,보라색,구매가능,No,,NA
층층이 쌓은 토벽,4845,rammed-earth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHanchiku00.png,1800,450,너굴 상점,,갈색,베이지색,구매가능,No,,NA
폐허 벽,5225,ramshackle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRuins00.png,3000,750,사하라,,갈색,베이지색,비매품,No,,NA
레드 아르데코풍 벽,4818,red art-deco wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallArtDeco01.png,2780,695,너굴 상점,,빨간색,검정색,구매가능,No,,NA
빨간 잔꽃무늬 벽지,4897,red delicate-blooms wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallManor01.png,1900,475,너굴 상점,,빨간색,갈색,구매가능,No,,NA
레드 도트 벽지,4900,red dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot02.png,1100,275,너굴 상점,,빨간색,빨간색,구매가능,No,,NA
레드 하트 벽지,6870,red heart-pattern wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHeart03.png,1280,320,너굴 상점,,빨간색,빨간색,구매가능,No,,NA
빨간 텍스타일 벽,6879,red intricate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlowerPop03.png,1570,392,너굴 상점,,빨간색,하얀색,구매가능,No,,NA
빨간 펀칭 보드 벽,6853,red perforated-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPegboard03.png,1180,295,너굴 상점,,빨간색,빨간색,구매가능,No,,NA
빨간 투톤 타일 벽,6856,red two-toned tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTwoToneTile03.png,1850,462,너굴 상점,,빨간색,빨간색,구매가능,No,,NA
빨간 벽돌 벽,4928,red-brick wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBrick01.png,1000,250,너굴 상점,,빨간색,갈색,구매가능,No,,NA
복고풍 꽃무늬 벽지,4847,retro flower-print wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallKitsch00.png,1660,415,너굴 상점,,초록색,초록색,구매가능,No,,NA
전원 풍경 벽,5487,rice-paddy wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallFarm00.png,3000,750,사하라,,하늘색,초록색,비매품,No,,NA
레슬링 경기장 벽,5512,ringside seating,https://acnhcdn.com/latest/FtrIcon/RoomSpWallWrestling00.png,3000,750,사하라,,검정색,검정색,비매품,No,,NA
암벽 등반 벽,4851,rock-climbing wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBouldering00.png,3000,750,사하라,,하얀색,컬러풀,비매품,No,,NA
장미 벽지,4906,rose wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRose00.png,1720,430,너굴 상점,,빨간색,하얀색,구매가능,No,,NA
유적 벽,5228,ruins wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRemains00.png,3000,750,사하라,,검정색,회색,비매품,No,,NA
마구 붙인 돌 벽,4813,rustic-stone wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStone00.png,NFS,1750,제작,,회색,회색,비매품,Yes,,NA
벚꽃색 우드 벽,4947,sakura-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSolidWood00.png,NFS,3200,제작,,분홍색,분홍색,비매품,Yes,,NA
우주선 벽,5510,sci-fi wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallSF00.png,NFS,7500,제작,,검정색,검정색,비매품,Yes,,NA
미닫이 문 벽,4819,screen wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFusuma00.png,3000,750,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
바다 벽,5501,sea view,https://acnhcdn.com/latest/FtrIcon/RoomSpWallSeaView00.png,3000,750,사하라,,하늘색,파란색,비매품,No,,NA
모니터 룸 벽,5491,security-monitors wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallMonitor00.png,3000,750,사하라,,검정색,회색,비매품,No,,NA
세피아 퍼즐 벽지,6874,sepia puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle02.png,1540,385,너굴 상점,,베이지색,컬러풀,구매가능,No,,NA
서버실 벽,5490,server-room wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallServer00.png,3000,750,사하라,,검정색,검정색,비매품,No,,NA
창호지 문 벽,4863,shoji screen,https://acnhcdn.com/latest/FtrIcon/RoomSpWallShoji00.png,1880,470,너굴 상점,,베이지색,하얀색,구매가능,No,,NA
닫힌 셔터 벽,4825,shutter wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallShutter00.png,3000,750,사하라,,하얀색,회색,비매품,No,,NA
스키장 벽,5498,ski-slope wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallGelande00.png,NFS,3200,제작,,하얀색,하얀색,비매품,Yes,,NA
해골 벽지,5520,skull wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallSkull00.png,3000,750,너굴 상점,,검정색,검정색,구매가능,No,,NA
구름 위 벽,5504,sky wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallCloud00.png,3000,750,사하라,,하늘색,하얀색,비매품,No,,NA
마천루 벽,4852,skyscraper wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSkyscraper00.png,3000,750,사하라,,검정색,회색,비매품,No,,NA
눈꽃 벽지,4855,snowflake wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSnowCrystal00.png,NFS,4800,제작,,하늘색,하늘색,비매품,Yes,,NA
차분한 다도실 벽,11177,soothing tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud01.png,1750,437,너굴 상점,,하얀색,베이지색,구매가능,No,,NA
장작더미 벽,4844,stacked-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFireWood00.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,,NA
스타디움 벽,5503,stadium wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallStadium00.png,3000,750,사하라,,컬러풀,컬러풀,비매품,No,,NA
평범한 다도실 벽,5521,standard tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud00.png,1750,437,너굴 상점,,초록색,초록색,구매가능,No,,NA
별 무늬 벽지,5528,starry wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallStarPrint00.png,NFS,7500,제작,,회색,하얀색,비매품,Yes,,NA
별이 빛나는 벽,5500,starry-sky wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallStarSky00.png,NFS,7500,제작,,파란색,파란색,비매품,Yes,,NA
르네상스풍 벽,4861,stately wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRenaissance00.png,2450,612,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
철근 벽,4801,steel-frame wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSteel00.png,NFS,6000,제작,,빨간색,회색,비매품,Yes,,NA
돌담 벽,5216,stone wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBasement00.png,NFS,1500,제작,,검정색,회색,비매품,Yes,,NA
폭풍우 벽,5499,stormy-night wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallThunder00.png,3000,750,사하라,,검정색,회색,비매품,No,,NA
밀짚 벽,5217,straw wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStraw00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,NA
딸기 초콜릿 벽,4934,strawberry-chocolate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallChocolate02.png,3000,750,사하라,,분홍색,분홍색,비매품,No,,NA
그래피티 벽,5221,street-art wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStreetArt00.png,3000,750,사하라,,컬러풀,컬러풀,비매품,No,,NA
산 정상 벽,5513,summit wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallMountainTop00.png,3000,750,사하라,,검정색,하얀색,비매품,No,,NA
가로수 벽,5456,tree-lined wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRoadsideTree00.png,3000,750,사하라,,초록색,하늘색,비매품,No,,NA
남쪽 해변 벽,5661,tropical vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallTropical00.png,NFS,6000,제작,,하늘색,베이지색,비매품,Yes,,NA
바닷속 벽,5508,underwater wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallFishTank00.png,NFS,8600,제작,,파란색,하늘색,비매품,Yes,,NA
웨이브 타일 벽,4832,wavy-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallWaveTile00.png,1740,435,너굴 상점,,회색,하얀색,구매가능,No,,NA
웨딩 파티 벽,12461,wedding-party wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallJuneBride00.png,1750,437.5,웨딩 이벤트,,None,None,비매품,No,,NA
황야 벽,5489,western vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallWilderness00.png,3000,750,사하라,,갈색,베이지색,비매품,No,,NA
화이트 보태니컬 타일 벽,4826,white botanical-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallWoodTile00.png,1240,310,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 잔꽃무늬 벽지,4891,white delicate-blooms wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallManor00.png,1900,475,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 홀 벽,6861,white hallway wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHall02.png,2000,500,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 육각 타일 벽,4914,white honeycomb-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHoneycomb03.png,1680,420,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 페인트 우드 벽,4803,white painted-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPaintWood03.png,1650,412,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 펀칭 보드 벽,4920,white perforated-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPegboard00.png,1180,295,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 심플 벽지,4939,white simple-cloth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSimple00.png,750,187,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 메트로 타일 벽,4941,white subway-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMetro01.png,1340,335,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 웨딩 벽,12466,white wedding wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallChurch00.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,NA
하얀 벽돌 벽,4927,white-brick wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBrick00.png,1000,250,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
화이트 초콜릿 벽,4933,white-chocolate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallChocolate01.png,3000,750,사하라,,하얀색,베이지색,비매품,No,,NA
하얀 장미 벽지,6868,white-rose wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRose02.png,1720,430,너굴 상점,,분홍색,하얀색,구매가능,No,,NA
거친 나무 벽,4858,wild-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallWildWood00.png,NFS,1800,제작,,검정색,검정색,비매품,Yes,,NA
우드 벽,4911,wooden-knot wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCedar00.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,,NA
나무로 짠 벽,4859,wooden-mosaic wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMixPlankWood00.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,,NA
울창한 숲 벽,5223,woodland wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallJukai00.png,NFS,1380,제작,,초록색,초록색,비매품,Yes,,NA
노란 꽃무늬 벽지,6872,yellow flower-print wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlower02.png,1780,445,너굴 상점,,노란색,노란색,구매가능,No,,NA
옐로 하트 벽지,6871,yellow heart-pattern wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHeart02.png,1280,320,너굴 상점,,노란색,노란색,구매가능,No,,NA
노란 텍스타일 벽,4849,yellow intricate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlowerPop01.png,1570,392,너굴 상점,,노란색,하얀색,구매가능,No,,NA
노란 놀이방 벽지,6865,yellow playroom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallToy03.png,2540,635,너굴 상점,,노란색,노란색,구매가능,No,,NA
옐로 퀼트 벽,7276,yellow quilt wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDollhouse02.png,2150,537,너굴 상점,,노란색,하얀색,구매가능,No,,NA
베이지 심플 벽지,4867,yellow simple-cloth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSimple01.png,750,187,너굴 상점,,베이지색,노란색,구매가능,No,,NA
노란 페인트 벽,4808,yellow-paint wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStucco00.png,1600,400,너굴 상점,,노란색,노란색,구매가능,No,,NA
옐로 줄무늬 벽지,4946,yellow-striped wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStripe04.png,1520,380,너굴 상점,,노란색,베이지색,구매가능,No,,NA
