Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,HHA Concept 1,HHA Concept 2,HHA Series,VFX,Miles Price
4838,manga-library wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallLibrary01.png,NFS,1050,제작,,White,White,비매품,Yes,,facility,den,None,No,NA
5514,mangrove wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMangrove00.png,3000,750,사하라,,Green,Green,비매품,No,,garden,None,None,No,NA
4879,marine pop wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFish00.png,NFS,805,낚시대회,,Light blue,Blue,비매품,No,,ocean,child's room,None,No,NA
5484,meadow vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallHighLands00.png,3000,750,사하라,,Green,Light blue,비매품,No,,garden,None,None,Yes,NA
11915,misty-garden wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallRain00.png,3000,585,사하라,,Gray,Gray,비매품,No,,garden,None,None,Yes,NA
4908,mod wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMod00.png,1220,305,너굴 상점,,Orange,Orange,구매가능,No,,party,None,None,No,NA
4864,modern shoji-screen wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallShojiModem00.png,1150,287,너굴 상점,,Brown,White,구매가능,No,,zen-style,shop,None,Yes,NA
11178,modern tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud02.png,1750,437,너굴 상점,,Brown,Brown,구매가능,No,,zen-style,shop,None,No,NA
4904,modern wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMixwood00.png,NFS,1800,제작,,Brown,Brown,비매품,Yes,,living room,child's room,None,No,NA
4892,monochromatic dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot00.png,1100,275,너굴 상점,,Gray,White,구매가능,No,,fancy,child's room,None,No,NA
4910,monochromatic-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTile00.png,1420,355,너굴 상점,,Gray,White,구매가능,No,,bathroom,facility,None,No,NA
5215,mortar wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPlaster00.png,3000,750,사하라,,Gray,Gray,비매품,No,,zen-style,None,None,No,NA
4862,mosaic-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMosaicTile00.png,1450,362,너굴 상점,,Black,White,구매가능,No,,bathroom,facility,None,No,NA
5458,mossy-garden wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMoss00.png,3000,750,사하라,,Green,Green,비매품,No,,zen-style,None,None,No,NA
5164,mush wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMush00.png,NFS,21400,제작,,Orange,Brown,비매품,Yes,,fancy,None,mush,No,NA
6004,Nook Inc. wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFirst00.png,NFS,6000,너굴 마일 교환,,White,Light blue,비매품,No,,fancy,shop,None,No,1200
5486,ocean-horizon wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallHorizon00.png,3000,750,사하라,,Blue,Light blue,비매품,No,,ocean,None,None,Yes,NA
5218,office wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOffice00.png,3000,750,사하라,,White,Light blue,비매품,No,,office,None,None,No,NA
4857,old wallpaper,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOld00.png,200,50,너굴 상점,,Beige,Beige,구매가능,No,,horror,None,None,No,NA
6863,olive desert-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMorocco03.png,2440,610,너굴 상점,,Yellow,Yellow,구매가능,No,,bathroom,facility,None,No,NA
6855,orange camo wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCamouflage03.png,1150,287,너굴 상점,,Orange,Orange,구매가능,No,,party,child's room,None,No,NA
4870,orange molded-panel wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPanelMold00.png,1980,495,너굴 상점,,Orange,Beige,구매가능,No,,fancy,child's room,None,No,NA
4915,orange wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOrange00.png,NFS,4000,제작,,Orange,Orange,비매품,Yes,,fancy,child's room,fruits,No,NA
4809,orange-paint wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStucco01.png,1600,400,너굴 상점,,Orange,Orange,구매가능,No,,fancy,child's room,None,No,NA
4854,paintball wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallAtelier00.png,3000,750,사하라,,White,Colorful,비매품,No,,garage,facility,None,No,NA
5502,palace wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallPalace00.png,3000,750,사하라,,Beige,White,비매품,No,,expensive,folk art,None,Yes,NA
5226,party wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallParty00.png,NFS,370,생일,,Colorful,White,비매품,No,,party,fancy,None,No,NA
4899,pastel dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot01.png,1100,275,너굴 상점,,White,Colorful,구매가능,No,,fancy,child's room,None,No,NA
4886,pastel puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle00.png,1540,385,너굴 상점,,White,White,구매가능,No,,fancy,child's room,None,No,NA
6857,peach two-toned tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTwoToneTile04.png,1850,462,너굴 상점,,Pink,Pink,구매가능,No,,bathroom,facility,None,No,NA
4918,peach wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPeach00.png,NFS,4000,제작,,Pink,Pink,비매품,Yes,,fancy,child's room,fruits,No,NA
4917,pear wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPear00.png,NFS,4000,제작,,Green,Green,비매품,Yes,,fancy,child's room,fruits,No,NA
4921,perforated-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPegboard01.png,1180,295,너굴 상점,,Brown,Brown,구매가능,No,,music,facility,None,No,NA
4895,pink blossoming wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCountry01.png,1760,440,너굴 상점,,Pink,Brown,구매가능,No,,fancy,living room,None,No,NA
7242,pink diner wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDiner01.png,2420,605,너굴 상점,,Pink,Colorful,구매가능,No,,fancy,shop,None,No,NA
4893,pink flower-print wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlower00.png,1780,445,너굴 상점,,Pink,Pink,구매가능,No,,fancy,living room,None,No,NA
4875,pink heart-pattern wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHeart01.png,1280,320,너굴 상점,,Pink,Pink,구매가능,No,,fancy,child's room,None,No,NA
4802,pink painted-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPaintWood02.png,1650,412,너굴 상점,,Pink,Pink,구매가능,No,,fancy,child's room,None,No,NA
4889,pink playroom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallToy01.png,2540,635,너굴 상점,,Pink,Pink,구매가능,No,,child's room,fancy,None,No,NA
7274,pink quilt wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDollhouse00.png,2150,537,너굴 상점,,Pink,White,구매가능,No,,fancy,child's room,None,No,NA
4924,pink shanty wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTin01.png,620,155,너굴 상점,,Pink,Pink,구매가능,No,,garage,None,None,No,NA
4868,pink simple-cloth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSimple02.png,750,187,너굴 상점,,Pink,Pink,구매가능,No,,child's room,living room,None,No,NA
4816,pink-crown wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCrown02.png,2350,587,너굴 상점,,Pink,White,구매가능,No,,fancy,expensive,None,No,NA
4943,pink-striped wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStripe01.png,1520,380,너굴 상점,,Pink,White,구매가능,No,,fancy,child's room,None,No,NA
4885,purple camo wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCamouflage02.png,1150,287,너굴 상점,,Purple,Purple,구매가능,No,,party,child's room,None,No,NA
6864,purple desert-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMorocco02.png,2440,610,너굴 상점,,Purple,Purple,구매가능,No,,bathroom,facility,None,No,NA
4902,purple dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot04.png,1100,275,너굴 상점,,Purple,White,구매가능,No,,fancy,child's room,None,No,NA
6875,purple puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle03.png,1540,385,너굴 상점,,Purple,Colorful,구매가능,No,,None,None,None,No,NA
7275,purple quilt wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDollhouse03.png,2150,537,너굴 상점,,Purple,White,구매가능,No,,fancy,child's room,None,No,NA
4907,purple-rose wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRose01.png,1720,430,너굴 상점,,Purple,Purple,구매가능,No,,fancy,None,None,No,NA
4845,rammed-earth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHanchiku00.png,1800,450,너굴 상점,,Brown,Beige,구매가능,No,,folk art,None,None,No,NA
5225,ramshackle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRuins00.png,3000,750,사하라,,Brown,Beige,비매품,No,,horror,None,None,No,NA
4818,red art-deco wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallArtDeco01.png,2780,695,너굴 상점,,Red,Black,구매가능,No,,child's room,living room,None,No,NA
4897,red delicate-blooms wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallManor01.png,1900,475,너굴 상점,,Red,Brown,구매가능,No,,expensive,living room,None,No,NA
4900,red dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot02.png,1100,275,너굴 상점,,Red,Red,구매가능,No,,fancy,child's room,None,No,NA
6870,red heart-pattern wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHeart03.png,1280,320,너굴 상점,,Red,Red,구매가능,No,,fancy,child's room,None,No,NA
6879,red intricate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlowerPop03.png,1570,392,너굴 상점,,Red,White,구매가능,No,,living room,shop,None,No,NA
6853,red perforated-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPegboard03.png,1180,295,너굴 상점,,Red,Red,구매가능,No,,music,facility,None,No,NA
6856,red two-toned tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTwoToneTile03.png,1850,462,너굴 상점,,Red,Red,구매가능,No,,bathroom,facility,None,No,NA
4928,red-brick wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBrick01.png,1000,250,너굴 상점,,Red,Brown,구매가능,No,,facility,shop,None,No,NA
4847,retro flower-print wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallKitsch00.png,1660,415,너굴 상점,,Green,Green,구매가능,No,,fancy,living room,None,No,NA
5487,rice-paddy wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallFarm00.png,3000,750,사하라,,Light blue,Green,비매품,No,,garden,None,None,Yes,NA
5512,ringside seating,https://acnhcdn.com/latest/FtrIcon/RoomSpWallWrestling00.png,3000,750,사하라,,Black,Black,비매품,No,,fitness,None,None,Yes,NA
4851,rock-climbing wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBouldering00.png,3000,750,사하라,,White,Colorful,비매품,No,,fitness,None,None,No,NA
4906,rose wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRose00.png,1720,430,너굴 상점,,Red,White,구매가능,No,,fancy,None,None,No,NA
5228,ruins wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRemains00.png,3000,750,사하라,,Black,Gray,비매품,No,,horror,folk art,None,No,NA
4813,rustic-stone wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStone00.png,NFS,1750,제작,,Gray,Gray,비매품,Yes,,facility,shop,None,No,NA
4947,sakura-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSolidWood00.png,NFS,3200,제작,,Pink,Pink,비매품,Yes,,child's room,fancy,cherry blossoms,No,NA
5510,sci-fi wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallSF00.png,NFS,7500,제작,,Black,Black,비매품,Yes,,space,facility,None,Yes,NA
4819,screen wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFusuma00.png,3000,750,너굴 상점,,White,White,구매가능,No,,zen-style,facility,None,No,NA
5501,sea view,https://acnhcdn.com/latest/FtrIcon/RoomSpWallSeaView00.png,3000,750,사하라,,Light blue,Blue,비매품,No,,ocean,None,None,Yes,NA
5491,security-monitors wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallMonitor00.png,3000,750,사하라,,Black,Gray,비매품,No,,facility,None,None,Yes,NA
6874,sepia puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle02.png,1540,385,너굴 상점,,Beige,Colorful,구매가능,No,,fancy,child's room,None,No,NA
5490,server-room wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallServer00.png,3000,750,사하라,,Black,Black,비매품,No,,facility,None,None,Yes,NA
4863,shoji screen,https://acnhcdn.com/latest/FtrIcon/RoomSpWallShoji00.png,1880,470,너굴 상점,,Beige,White,구매가능,No,,zen-style,None,None,Yes,NA
4825,shutter wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallShutter00.png,3000,750,사하라,,White,Gray,비매품,No,,facility,shop,None,No,NA
5498,ski-slope wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallGelande00.png,NFS,3200,제작,,White,White,비매품,Yes,,freezing cold,None,None,Yes,NA
5520,skull wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallSkull00.png,3000,750,너굴 상점,,Black,Black,구매가능,No,,horror,child's room,None,Yes,NA
5504,sky wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallCloud00.png,3000,750,사하라,,Light blue,White,비매품,No,,fancy,None,None,Yes,NA
4852,skyscraper wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSkyscraper00.png,3000,750,사하라,,Black,Gray,비매품,No,,expensive,None,None,No,NA
4855,snowflake wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSnowCrystal00.png,NFS,4800,제작,,Light blue,Light blue,비매품,Yes,,freezing cold,None,None,No,NA
11177,soothing tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud01.png,1750,437,너굴 상점,,White,Beige,구매가능,No,,zen-style,shop,None,No,NA
4844,stacked-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFireWood00.png,NFS,1800,제작,,Brown,Brown,비매품,Yes,,garage,facility,None,No,NA
5503,stadium wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallStadium00.png,3000,750,사하라,,Colorful,Colorful,비매품,No,,fitness,None,None,Yes,NA
5521,standard tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud00.png,1750,437,너굴 상점,,Green,Green,구매가능,No,,zen-style,None,None,No,NA
5528,starry wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallStarPrint00.png,NFS,7500,제작,,Gray,White,비매품,Yes,,fancy,child's room,None,Yes,NA
5500,starry-sky wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallStarSky00.png,NFS,7500,제작,,Blue,Blue,비매품,Yes,,space,None,stars,Yes,NA
4861,stately wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRenaissance00.png,2450,612,너굴 상점,,White,White,구매가능,No,,expensive,None,None,No,NA
4801,steel-frame wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSteel00.png,NFS,6000,제작,,Red,Gray,비매품,Yes,,garage,facility,None,No,NA
5216,stone wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBasement00.png,NFS,1500,제작,,Black,Gray,비매품,Yes,,horror,facility,None,No,NA
5499,stormy-night wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallThunder00.png,3000,750,사하라,,Black,Gray,비매품,No,,horror,None,None,Yes,NA
5217,straw wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStraw00.png,3000,750,사하라,,Beige,Beige,비매품,No,,folk art,None,None,No,NA
4934,strawberry-chocolate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallChocolate02.png,3000,750,사하라,,Pink,Pink,비매품,No,,fancy,None,None,No,NA
5221,street-art wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStreetArt00.png,3000,750,사하라,,Colorful,Colorful,비매품,No,,garage,None,None,No,NA
5513,summit wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallMountainTop00.png,3000,750,사하라,,Black,White,비매품,No,,garden,None,None,Yes,NA
5456,tree-lined wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRoadsideTree00.png,3000,750,사하라,,Green,Light blue,비매품,No,,garden,None,None,No,NA
5661,tropical vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallTropical00.png,NFS,6000,제작,,Light blue,Beige,비매품,Yes,,ocean,None,None,Yes,NA
5508,underwater wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallFishTank00.png,NFS,8600,제작,,Blue,Light blue,비매품,Yes,,ocean,None,None,Yes,NA
4832,wavy-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallWaveTile00.png,1740,435,너굴 상점,,Gray,White,구매가능,No,,shop,facility,None,No,NA
12461,wedding-party wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallJuneBride00.png,1750,437.5,웨딩 이벤트,,None,None,비매품,No,,party,expensive,wedding,No,NA
5489,western vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallWilderness00.png,3000,750,사하라,,Brown,Beige,비매품,No,,folk art,horror,None,Yes,NA
4826,white botanical-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallWoodTile00.png,1240,310,너굴 상점,,White,White,구매가능,No,,facility,expensive,None,No,NA
4891,white delicate-blooms wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallManor00.png,1900,475,너굴 상점,,White,White,구매가능,No,,expensive,living room,None,No,NA
6861,white hallway wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHall02.png,2000,500,너굴 상점,,White,White,구매가능,No,,facility,music,None,No,NA
4914,white honeycomb-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHoneycomb03.png,1680,420,너굴 상점,,White,White,구매가능,No,,bathroom,facility,None,No,NA
4803,white painted-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPaintWood03.png,1650,412,너굴 상점,,White,White,구매가능,No,,living room,child's room,None,No,NA
4920,white perforated-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPegboard00.png,1180,295,너굴 상점,,White,White,구매가능,No,,music,facility,None,No,NA
4939,white simple-cloth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSimple00.png,750,187,너굴 상점,,White,White,구매가능,No,,child's room,living room,None,No,NA
4941,white subway-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMetro01.png,1340,335,너굴 상점,,White,White,구매가능,No,,facility,shop,None,No,NA
12466,white wedding wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallChurch00.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,party,expensive,wedding,No,NA
4927,white-brick wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBrick00.png,1000,250,너굴 상점,,White,White,구매가능,No,,facility,shop,None,No,NA
4933,white-chocolate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallChocolate01.png,3000,750,사하라,,White,Beige,비매품,No,,fancy,None,None,No,NA
6868,white-rose wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallRose02.png,1720,430,너굴 상점,,Pink,White,구매가능,No,,fancy,None,None,No,NA
4858,wild-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallWildWood00.png,NFS,1800,제작,,Black,Black,비매품,Yes,,living room,shop,None,No,NA
4911,wooden-knot wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCedar00.png,NFS,1800,제작,,Brown,Brown,비매품,Yes,,living room,child's room,None,No,NA
4859,wooden-mosaic wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMixPlankWood00.png,NFS,1800,제작,,Brown,Brown,비매품,Yes,,living room,shop,None,No,NA
5223,woodland wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallJukai00.png,NFS,1380,제작,,Green,Green,비매품,Yes,,horror,facility,None,No,NA
6872,yellow flower-print wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlower02.png,1780,445,너굴 상점,,Yellow,Yellow,구매가능,No,,fancy,living room,None,No,NA
6871,yellow heart-pattern wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHeart02.png,1280,320,너굴 상점,,Yellow,Yellow,구매가능,No,,fancy,child's room,None,No,NA
4849,yellow intricate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlowerPop01.png,1570,392,너굴 상점,,Yellow,White,구매가능,No,,living room,shop,None,No,NA
6865,yellow playroom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallToy03.png,2540,635,너굴 상점,,Yellow,Yellow,구매가능,No,,child's room,fancy,None,No,NA
7276,yellow quilt wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDollhouse02.png,2150,537,너굴 상점,,Yellow,White,구매가능,No,,fancy,child's room,None,No,NA
4867,yellow simple-cloth wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallSimple01.png,750,187,너굴 상점,,Beige,Yellow,구매가능,No,,child's room,living room,None,No,NA
4808,yellow-paint wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStucco00.png,1600,400,너굴 상점,,Yellow,Yellow,구매가능,No,,fancy,child's room,None,No,NA
4946,yellow-striped wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStripe04.png,1520,380,너굴 상점,,Yellow,Beige,구매가능,No,,fancy,child's room,None,No,NA
